Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other
00:00,-45,2628,888,295,223,235,15,2264,6393,1570,-213,10411,0
00:05,-45,2653,888,295,222,234,15,2264,6220,1522,-128,10366,0
00:10,-45,2659,887,290,221,234,15,2263,6090,1463,-103,10405,0
00:15,-45,2649,888,290,221,234,15,2264,6092,1445,-104,10311,0
00:20,-45,2646,889,290,221,234,16,2263,6029,1438,-107,10264,0
00:25,-45,2629,889,289,221,234,15,2263,5912,1431,-108,10311,0
00:30,-45,2621,887,289,221,235,16,2263,5772,1435,-109,10354,0
00:35,-45,2623,888,290,221,235,16,2263,5877,1246,-69,10500,0
00:40,-45,2639,888,289,221,235,16,2264,6037,1182,-78,10462,0
00:45,-45,2623,888,290,221,235,16,2263,5972,1192,-92,10448,0
00:50,-45,2634,889,288,221,235,15,2262,5950,1173,-126,10445,0
00:55,-45,2587,889,287,221,234,16,2263,5975,1152,-145,10443,0
01:00,-45,2535,888,286,221,235,16,2263,6092,1202,-261,10477,0
01:05,-45,2525,889,286,221,236,16,2263,6098,1193,-287,10523,0
01:10,-45,2534,888,285,221,237,16,2262,5963,1156,-296,10558,0
01:15,-45,2575,890,285,223,237,16,2263,5842,1151,-281,10618,0
01:20,-45,2586,888,284,222,237,16,2263,5715,1153,-269,10608,0
01:25,-44,2579,890,284,223,238,16,2263,5651,1161,-223,10596,0
01:30,-45,2575,890,284,223,237,16,2264,5521,1144,-161,10560,0
01:35,-45,2581,890,283,222,236,16,2264,5478,1171,-155,10508,0
01:40,-45,2600,890,285,222,235,16,2264,5533,1194,-198,10427,0
01:45,-46,2631,890,288,222,236,16,2264,5544,1159,-249,10394,0
01:50,-45,2625,889,289,222,235,16,2265,5470,977,-148,10503,0
01:55,-45,2594,890,287,222,235,16,2265,5741,861,-129,10556,0
02:00,-45,2589,890,288,222,236,16,2265,5754,856,-167,10531,0
02:05,-45,2579,891,290,222,236,16,2265,5725,866,-153,10533,0
02:10,-45,2543,891,290,222,237,16,2265,5653,905,-115,10469,0
02:15,-45,2527,890,291,222,237,17,2264,5622,914,-120,10440,0
02:20,-45,2512,890,293,222,237,17,2264,5552,897,-114,10456,0
02:25,-44,2494,890,293,222,238,17,2264,5503,913,-149,10490,0
02:30,-46,2486,890,292,222,238,16,2264,5516,916,-109,10456,0
02:35,-45,2475,891,293,222,237,16,2265,5410,901,-117,10480,0
02:40,-46,2454,892,292,222,237,16,2265,5479,896,-149,10452,0
02:45,-46,2424,891,293,222,238,16,2264,5436,899,-132,10453,0
02:50,-46,2388,891,292,222,236,16,2265,5448,904,-111,10416,0
02:55,-46,2380,891,292,222,235,16,2264,5458,911,-85,10328,0
03:00,-46,2374,891,294,222,236,16,2264,5522,925,-140,10264,0
03:05,-46,2358,891,295,222,236,17,2265,5624,892,-158,10230,0
03:10,-46,2352,891,296,222,236,17,2264,5637,887,-226,10284,0
03:15,-47,2350,891,297,222,236,16,2264,5684,889,-274,10300,0
03:20,-48,2340,891,294,222,235,16,2265,5697,897,-269,10262,0
03:25,-48,2342,891,294,222,236,16,2264,5696,892,-282,10253,0
03:30,-48,2392,890,295,222,236,16,2264,5654,874,-213,10136,0
03:35,-48,2450,890,295,222,235,16,2264,5604,869,-180,10038,0
03:40,-48,2515,891,293,222,235,16,2263,5570,853,-190,9985,0
03:45,-48,2532,891,294,222,235,16,2264,5603,844,-212,9971,0
03:50,-49,2560,891,293,222,235,16,2263,5664,860,-271,9968,0
03:55,-49,2645,891,293,222,235,17,2264,5614,845,-245,9924,0
04:00,-49,2767,891,293,222,236,17,2264,5551,819,-265,9928,0
04:05,-49,2864,890,293,222,236,17,2264,5630,857,-234,9812,0
04:10,-49,2884,890,293,222,235,17,2263,5543,906,-158,9767,0
04:15,-49,2821,890,293,222,235,17,2263,5568,935,-129,9749,0
04:20,-49,2766,891,293,222,235,17,2263,5399,1261,-253,9616,0
04:25,-49,2754,890,294,222,235,17,2263,5238,1264,-231,9612,0
04:30,-49,2718,890,291,222,235,17,2263,5146,1281,-169,9601,0
04:35,-48,2809,890,293,221,236,17,2264,5082,1262,-186,9593,0
04:40,-48,2913,890,292,221,236,16,2263,5174,1209,-189,9488,0
04:45,-48,2903,890,292,220,235,16,2264,5191,1198,-187,9485,0
04:50,-48,2854,889,291,220,234,17,2264,5221,1256,-151,9470,0
04:55,-48,2760,891,292,220,234,17,2263,5015,1305,-106,9637,0
05:00,-47,2657,891,294,220,234,17,2264,4984,1320,-103,9760,0
05:05,-48,2565,890,294,220,234,17,2264,5062,1312,-88,9938,0
05:10,-48,2588,891,296,220,240,17,2263,5060,1279,-80,9976,0
05:15,-48,2617,890,295,220,241,17,2263,5018,1275,-74,10025,0
05:20,-48,2648,890,293,220,241,16,2263,4845,1589,-102,9720,0
05:25,-48,2744,891,292,220,241,16,2264,4640,1615,-105,9707,0
05:30,-48,2821,891,291,221,241,15,2264,4599,1626,-104,9654,0
05:35,-48,2816,892,291,221,243,16,2264,4613,1637,-102,9691,0
05:40,-48,2794,891,293,221,244,17,2264,4663,1646,-101,9700,0
05:45,-48,2735,891,292,198,245,17,2264,4732,1653,-87,9675,0
05:50,-48,2688,891,291,199,245,17,2264,4780,1662,-86,9723,0
05:55,-48,2716,892,290,199,245,17,2264,4777,1666,-86,9751,0
06:00,-48,2733,893,291,200,245,16,2264,4645,1665,-75,9939,0
06:05,-48,2774,892,293,199,243,17,2264,4607,1666,104,10005,0
06:10,-48,2763,893,294,199,243,16,2264,4490,1663,147,10188,0
06:15,-48,2758,893,293,200,242,17,2264,4500,1678,159,10254,0
06:20,-48,2764,892,291,199,241,16,2265,4536,1704,205,10212,0
06:25,-48,2758,892,289,199,240,17,2265,4595,1693,189,10214,0
06:30,-48,2768,892,290,199,240,17,2264,4652,1701,207,10171,0
06:35,-49,2769,893,295,198,240,17,2264,4716,1706,168,10180,0
06:40,-49,2764,892,294,198,241,17,2265,4801,1700,204,10217,0
06:45,-50,2788,894,296,187,241,18,2265,4825,1700,171,10246,0
06:50,-48,2788,893,295,181,242,17,2264,4862,1699,159,10313,0
06:55,-46,2779,894,296,180,242,17,2264,4880,1718,229,10291,0
07:00,-42,2800,895,298,180,241,17,2265,4839,1719,126,10408,0
07:05,-34,2830,895,298,181,241,17,2264,4963,1724,87,10486,0
07:10,-28,2834,894,298,180,243,17,2264,5072,1698,76,10522,0
07:15,0,2763,893,296,180,244,17,2264,5108,1730,99,10551,0
07:20,52,2726,894,295,180,246,17,2264,5101,1830,72,10491,0
07:25,159,2701,893,297,179,245,17,2263,5064,1723,84,10434,0
07:30,309,2720,895,297,179,244,17,2263,5186,1632,47,10321,0
07:35,438,2743,895,298,179,244,17,2264,5134,1625,30,10354,0
07:40,430,2725,896,299,179,244,17,2264,5099,1636,66,10386,0
07:45,503,2736,895,298,179,244,17,2265,5088,1621,42,10381,0
07:50,626,2744,894,297,179,243,17,2264,5105,1611,58,10403,0
07:55,802,2737,895,296,179,243,17,2264,5133,1607,71,10199,0
08:00,885,2707,896,291,179,243,17,2264,5246,1585,155,9914,0
08:05,921,2720,894,292,178,243,18,2265,5471,1679,195,9615,0
08:10,1069,2749,895,294,178,243,18,2264,5526,1703,285,9233,0
08:15,1451,2751,894,293,178,242,17,2264,5484,1651,226,8909,0
08:20,1635,2732,894,293,178,225,17,2264,5498,1603,241,8750,0
08:25,1973,2673,894,291,178,225,16,2265,5466,1600,237,8477,0
08:30,2487,2617,894,291,176,224,16,2265,5494,1530,98,8212,0
08:35,3011,2588,894,292,177,224,17,2266,5440,1489,-195,8157,0
08:40,3623,2616,894,291,178,224,16,2265,5689,1484,-337,7534,0
08:45,3963,2688,894,291,178,224,17,2265,5787,1502,-388,7191,0
08:50,4457,2762,894,292,177,223,16,2265,5647,1485,-352,6586,0
08:55,4641,2867,892,293,177,209,17,2265,5549,1519,-397,6437,0
09:00,4657,2967,894,292,176,192,17,2265,5802,1600,-437,6163,0
09:05,4797,3001,894,292,179,183,17,2265,5830,1410,-473,6046,0
09:10,5130,3004,893,292,180,183,16,2265,6098,1155,-485,5956,0
09:15,5286,2978,893,292,180,183,16,2265,6121,1093,-565,5946,0
09:20,5517,3030,894,292,182,183,16,2265,6082,1083,-678,5829,0
09:25,5886,3038,892,294,180,183,17,2264,6153,1086,-742,5592,0
09:30,6254,3073,894,295,180,184,17,2265,6037,1011,-873,5522,0
09:35,6182,3057,894,294,180,184,17,2264,6145,1036,-751,5435,0
09:40,5876,2987,893,294,180,185,17,2265,6249,1069,-587,5499,0
09:45,5848,2961,893,293,181,184,17,2264,6260,1074,-500,5386,0
09:50,5820,2963,893,293,180,184,17,2264,6261,1120,-458,5219,0
09:55,5975,2942,893,292,180,183,17,2264,6166,1100,-450,5034,0
10:00,5765,2963,894,294,180,183,17,2265,6213,1103,-489,5172,0
10:05,5562,2952,893,293,180,183,17,2263,6162,1078,-350,5227,0
10:10,5560,2924,893,293,180,184,18,2262,5728,997,-304,5356,0
10:15,5592,2926,893,294,180,185,18,2262,5755,973,-343,5420,0
10:20,6258,2891,893,292,179,185,17,2264,5706,890,-449,4993,0
10:25,6148,2917,893,294,180,184,17,2264,5738,903,-407,4983,0
10:30,6039,2927,895,293,179,184,18,2264,5764,929,-353,4926,0
10:35,6524,2996,894,289,179,183,17,2264,5615,897,-367,4473,0
10:40,6560,3079,894,293,178,182,17,2264,5640,879,-380,4360,0
10:45,6404,3088,894,294,179,183,17,2265,5782,937,-427,4254,0
10:50,6338,3132,894,294,181,183,17,2264,5764,938,-332,4077,0
10:55,6513,3240,894,295,183,178,16,2263,5611,906,-380,3888,0
11:00,6461,3311,895,292,183,164,17,2265,5771,891,-479,4006,0
11:05,6665,3227,894,292,182,161,17,2265,5715,925,-599,3926,0
11:10,6896,3171,893,294,182,161,17,2265,5634,948,-655,3916,0
11:15,6978,3131,893,294,183,161,16,2265,5497,1015,-584,3698,0
11:20,6838,3046,893,293,182,162,16,2265,5252,1025,-379,3604,0
11:25,6628,3005,893,290,183,163,17,2265,5110,1015,-309,3795,0
11:30,6445,3090,891,288,184,164,17,2265,5087,992,-273,3858,0
11:35,6444,3177,892,286,185,164,17,2265,5040,933,-170,3820,0
11:40,6706,3205,891,286,183,165,16,2265,5109,890,-379,3659,0
11:45,6445,3211,891,287,183,166,16,2265,5186,895,-328,3801,0
11:50,5808,3057,892,290,184,166,17,2265,5098,897,-268,4432,0
11:55,5729,2888,892,290,187,167,17,2265,4959,892,188,4292,0
12:00,6133,2945,892,290,189,167,17,2265,4743,857,39,3969,0
12:05,6415,3027,891,289,190,167,17,2265,5003,837,5,3803,0
12:10,6228,3167,891,290,190,167,17,2265,5101,806,172,3711,0
12:15,6432,3228,891,289,191,162,17,2264,4971,815,62,3433,0
12:20,6434,3353,891,288,192,162,18,2265,4989,788,-72,3505,0
12:25,6161,3334,890,287,191,162,18,2264,5045,796,109,3610,0
12:30,6031,3354,891,284,191,164,17,2265,5087,813,316,3444,0
12:35,5846,3446,891,288,192,165,18,2264,4959,825,327,3515,0
12:40,5756,3453,891,288,192,165,17,2264,5079,822,269,3652,0
12:45,6269,3514,890,287,194,169,17,2264,5009,802,129,3256,0
12:50,6638,3547,890,286,193,185,17,2264,4964,798,-38,3092,0
12:55,6554,3550,889,288,194,185,17,2264,4985,798,-48,3117,0
13:00,6344,3533,889,291,194,186,17,2264,5175,806,56,3099,0
13:05,6646,3581,890,289,194,186,17,2263,5023,816,43,2892,0
13:10,6824,3622,890,288,193,186,17,2264,4742,772,-58,2996,0
13:15,6924,3728,889,288,194,186,17,2263,4733,770,-131,3026,0
13:20,7180,3800,889,286,194,186,17,2263,4735,727,-129,2782,0
13:25,7130,3798,890,287,193,186,17,2264,4686,715,-120,2901,0
13:30,7069,3847,890,290,193,186,17,2264,4710,758,-70,2854,0
13:35,6763,3864,891,293,194,186,17,2264,4615,789,46,3018,0
13:40,6670,3809,890,297,194,187,17,2264,4648,815,101,3015,0
13:45,6678,3794,890,294,194,186,17,2263,4771,823,100,2986,0
13:50,6756,3780,892,295,193,186,17,2263,4703,825,71,3050,0
13:55,6712,3715,891,297,199,187,18,2263,4657,838,88,3271,0
14:00,6478,3668,891,295,199,187,18,2263,4644,864,172,3508,0
14:05,6566,3713,890,297,199,187,17,2263,4565,890,201,3533,0
14:10,6507,3834,890,295,198,186,18,2263,4482,907,117,3708,0
14:15,6637,3914,891,295,199,185,17,2263,4642,896,-214,3862,0
14:20,6426,3938,890,294,199,185,17,2263,4887,952,-142,3832,0
14:25,6161,3891,890,294,197,185,17,2263,4809,972,122,3852,0
14:30,6129,3766,891,295,199,184,17,2264,4685,966,164,3934,0
14:35,5977,3697,890,294,197,183,17,2264,4882,973,256,4024,0
14:40,5798,3678,889,295,198,181,16,2263,4969,958,141,4419,0
14:45,5655,3705,889,295,197,182,17,2264,5057,962,124,4506,0
14:50,5493,3699,890,296,198,181,17,2263,5215,978,109,4585,0
14:55,5325,3703,889,296,198,180,17,2264,5332,956,41,4689,0
15:00,5283,3699,890,296,199,180,17,2263,5540,961,-182,4924,0
15:05,5145,3795,890,298,200,180,17,2264,5761,991,-234,4952,0
15:10,4872,3861,889,295,200,222,17,2263,5817,1023,-176,5089,0
15:15,4692,3914,888,296,203,223,17,2264,5744,1047,-60,5246,0
15:20,4481,3894,888,298,203,223,17,2263,5762,1061,30,5285,0
15:25,4175,3789,888,298,204,223,17,2264,6021,1083,90,5492,0
15:30,3788,3720,890,299,204,222,18,2264,6182,1129,126,5805,0
15:35,3358,3694,890,298,205,222,18,2263,6367,1126,120,6125,0
15:40,2983,3706,890,298,204,222,18,2264,6468,1115,96,6560,0
15:45,2689,3711,890,298,203,222,17,2264,6554,1095,95,6940,0
15:50,2359,3699,889,299,203,222,17,2264,6744,1079,359,7147,0
15:55,2096,3632,889,299,203,222,17,2263,6682,1082,587,7317,0
16:00,1800,3582,890,296,203,221,16,2264,6707,1099,495,7702,0
16:05,1528,3549,890,295,204,227,16,2263,6943,1451,17,8050,0
16:10,1256,3502,890,295,205,249,16,2263,6978,1636,-204,8525,0
16:15,949,3445,890,298,203,249,16,2263,6985,1645,-131,8883,0
16:20,685,3407,891,300,204,248,17,2263,6816,1951,-24,8792,0
16:25,495,3402,891,298,204,247,17,2263,6723,1950,34,8999,0
16:30,330,3378,891,298,204,248,17,2263,6841,1942,88,9140,0
16:35,212,3385,891,298,204,248,17,2264,7022,1971,246,9106,0
16:40,111,3415,891,298,202,248,17,2263,6961,1964,403,9219,0
16:45,52,3413,891,298,202,248,17,2263,7009,1961,484,9330,0
16:50,-3,3401,891,298,201,247,16,2263,7150,1964,507,9421,0
16:55,-46,3409,890,298,201,274,16,2263,7292,1952,522,9573,0
17:00,-47,3400,892,299,202,288,16,2263,7271,1979,530,9785,0
17:05,-44,3350,891,298,202,287,16,2262,7162,2169,521,10067,0
17:10,-38,3312,892,298,204,287,16,2263,7040,2311,524,10288,0
17:15,-38,3359,892,300,205,303,16,2263,6974,2318,491,10477,0
