Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural gas,Large hydro,Batteries,Imports,Other
00:00,0,3411,973,285,214,584,8,2284,2752,4432,0,5254,0
00:05,0,3434,973,284,214,557,8,2283,2686,4286,19,5374,0
00:10,0,3437,974,283,214,488,9,2284,2706,4260,0,5336,0
00:15,0,3442,973,283,215,447,9,2284,2787,4246,0,5308,0
00:20,0,3464,973,280,214,455,9,2282,2777,4238,-5,5236,0
00:25,0,3490,974,278,214,456,8,2284,2795,4228,-14,5129,0
00:30,0,3509,973,277,214,457,8,2283,2801,4226,-17,5040,0
00:35,0,3522,973,280,215,457,8,2284,2771,4185,-20,5015,0
00:40,0,3540,973,280,214,461,8,2282,2741,4198,-3,4930,0
00:45,0,3554,972,280,215,459,8,2281,2676,4196,-4,4909,0
00:50,0,3552,973,279,214,459,8,2282,2594,4209,0,4890,0
00:55,0,3536,973,280,214,460,8,2283,2561,4209,0,4887,0
01:00,0,3541,972,279,214,461,8,2282,2541,4186,0,4855,0
01:05,0,3542,973,279,214,463,8,2282,2501,4203,0,4857,0
01:10,0,3525,973,279,214,464,9,2283,2475,4213,0,4851,0
01:15,0,3540,971,277,214,464,9,2283,2391,4200,0,4883,0
01:20,0,3556,972,277,214,465,9,2284,2413,4169,0,4806,0
01:25,0,3543,972,277,215,465,8,2284,2459,4186,-7,4734,0
01:30,0,3550,972,277,214,464,8,2282,2434,4191,0,4723,0
01:35,0,3538,973,280,215,463,8,2284,2469,4190,-2,4671,0
01:40,0,3490,973,271,214,463,9,2284,2412,4198,-12,4713,0
01:45,0,3442,973,270,215,464,8,2283,2356,4189,-3,4798,0
01:50,0,3413,973,273,214,462,8,2284,2383,4183,0,4707,0
01:55,0,3370,973,273,214,463,8,2285,2397,4185,0,4731,0
02:00,0,3326,973,274,214,463,8,2284,2397,4185,-5,4741,0
02:05,0,3261,973,273,215,463,8,2283,2486,4199,-20,4763,0
02:10,0,3204,974,271,214,462,8,2284,2541,4204,-20,4726,0
02:15,0,3177,973,271,214,462,8,2284,2539,4204,-20,4722,0
02:20,0,3176,974,272,214,461,8,2284,2496,4187,-18,4745,0
02:25,0,3126,973,274,214,462,8,2284,2481,4199,-18,4795,0
02:30,0,3063,973,275,214,461,8,2284,2496,4205,-23,4875,0
02:35,0,3025,974,274,214,460,8,2285,2456,4174,-26,4873,0
02:40,0,3018,974,272,215,460,8,2284,2477,4130,-37,4917,0
02:45,0,3030,974,275,214,460,8,2286,2479,4116,-30,4903,0
02:50,0,2997,973,274,214,461,8,2284,2491,4115,-27,4864,0
02:55,0,2961,974,274,214,461,8,2285,2538,4148,-27,4878,0
03:00,0,2965,973,274,214,460,8,2286,2571,4151,-28,4860,0
03:05,0,2962,973,274,215,458,8,2286,2602,4146,-15,4838,0
03:10,0,2952,972,270,215,453,8,2285,2609,4217,0,4751,0
03:15,0,2936,971,271,215,453,8,2285,2615,4179,-26,4773,0
03:20,0,2930,971,273,214,453,8,2286,2582,4225,0,4814,0
03:25,0,2934,971,276,215,454,8,2286,2584,4214,-6,4787,0
03:30,0,2974,972,277,215,453,8,2286,2591,4193,-34,4783,0
03:35,0,2994,972,279,215,453,8,2286,2621,4172,-28,4801,0
03:40,0,3025,971,280,215,453,8,2286,2604,4181,-39,4736,0
03:45,0,3028,971,281,214,455,8,2286,2586,4193,-21,4735,0
03:50,0,3034,969,280,215,455,9,2285,2576,4223,0,4697,0
03:55,0,3054,962,280,214,456,9,2284,2576,4234,0,4746,0
04:00,0,3042,947,279,215,457,8,2285,2597,4249,0,4770,0
04:05,0,3006,945,281,214,457,9,2284,2635,4279,0,4823,0
04:10,0,2967,946,281,214,456,9,2284,2646,4325,0,4871,0
04:15,0,2904,946,281,215,457,9,2284,2649,4351,0,5004,0
04:20,0,2860,944,279,214,458,9,2284,2672,4355,9,5069,0
04:25,0,2835,946,280,214,458,9,2284,2726,4351,0,5120,0
04:30,0,2796,946,280,214,458,9,2285,2802,4350,0,5121,0
04:35,0,2769,947,280,214,458,9,2284,2859,4352,0,5126,0
04:40,0,2767,946,280,214,458,9,2285,2879,4351,0,5155,0
04:45,0,2782,947,278,214,458,9,2284,2924,4399,0,5130,0
04:50,0,2810,947,276,214,458,9,2285,2933,4404,0,5175,0
04:55,0,2837,947,279,214,457,8,2284,2968,4393,-12,5232,0
05:00,0,2858,948,280,214,458,8,2283,3010,4295,-58,5438,0
